implementation,shape,ny,nx,seed,processes,run,time_seconds,compute_fraction
mpi,tall,32768,8192,42,16,11,5.9818162471055984,0.5081052646501798
mpi,tall,32768,8192,42,16,12,5.8598757646977901,0.51795623163001581
mpi,tall,32768,8192,42,16,13,5.9651281237602234,0.51043380808361793
mpi,tall,32768,8192,42,16,14,5.8475941643118858,0.51895860668619287
mpi,tall,32768,8192,42,16,15,5.7321129441261292,0.52475938047248871
mpi,tall,32768,8192,42,16,16,5.664781492203474,0.52900584070944257
mpi,tall,32768,8192,42,16,17,5.8330395296216011,0.51755114235582866
mpi,tall,32768,8192,42,16,18,5.7098363973200321,0.52630185499000692
mpi,tall,32768,8192,42,16,19,5.6578232795000076,0.53163321625906712
mpi,tall,32768,8192,42,16,20,5.8168793395161629,0.51775944326725842
mpi,tall,32768,8192,42,32,1,4.9902152754366398,0.32644740660987137
mpi,tall,32768,8192,42,32,2,4.9619651958346367,0.32728369343587865
mpi,tall,32768,8192,42,32,3,5.1837095618247986,0.31667157750976654
mpi,tall,32768,8192,42,32,4,5.0177859924733639,0.32483855524512228
mpi,tall,32768,8192,42,32,5,4.975120984017849,0.33045770959639581
mpi,tall,32768,8192,42,32,6,4.9850359968841076,0.32538344775506428
mpi,tall,32768,8192,42,32,7,4.9205246195197105,0.33106525148459959
mpi,tall,32768,8192,42,32,8,4.9856161773204803,0.32318471545341765
mpi,tall,32768,8192,42,32,9,4.9923575781285763,0.3255928937355998
mpi,tall,32768,8192,42,32,10,4.9463010691106319,0.32789216581140679
mpi,tall,32768,8192,42,32,11,5.1491607613861561,0.31890095888173664
mpi,tall,32768,8192,42,32,12,5.0131035186350346,0.32626200154920809
mpi,tall,32768,8192,42,32,13,5.0601396560668945,0.32990942945341312
mpi,tall,32768,8192,42,32,14,4.9744595997035503,0.32680539043899198
mpi,tall,32768,8192,42,32,15,4.9533876702189445,0.32938821703036675
mpi,tall,32768,8192,42,32,16,4.9698429591953754,0.32569819042341741
mpi,tall,32768,8192,42,32,17,4.9954775273799896,0.32084720888629531
mpi,tall,32768,8192,42,32,18,4.9499361366033554,0.32938515213249625
mpi,tall,32768,8192,42,32,19,4.9393144883215427,0.33184295867735458
mpi,tall,32768,8192,42,32,20,4.9749101586639881,0.32758555629877967
