implementation,shape,ny,nx,seed,processes,run,time_seconds,compute_fraction
mpi,tall,8192,2048,42,2,5,0.39796999999999999,0.59926875694963588
mpi,tall,8192,2048,42,2,6,0.39473599999999998,0.60262274813434491
mpi,tall,8192,2048,42,2,7,0.39569699999999997,0.60644923213798263
mpi,tall,8192,2048,42,2,8,0.39405999999999997,0.6076874858835204
mpi,tall,8192,2048,42,2,9,0.39194499999999999,0.60997981530107359
mpi,tall,8192,2048,42,2,10,0.39339200000000002,0.60645317936416532
mpi,tall,8192,2048,42,4,1,0.24695600000000001,0.55924300408663374
mpi,tall,8192,2048,42,4,2,0.24443100000000006,0.5561132989537616
mpi,tall,8192,2048,42,4,3,0.24878,0.55538403173796003
mpi,tall,8192,2048,42,4,4,0.24399300000000002,0.55733269993645462
mpi,tall,8192,2048,42,4,5,0.24567199999999997,0.55341232014020258
mpi,tall,8192,2048,42,4,6,0.25606499999999999,0.58032794945546629
mpi,tall,8192,2048,42,4,7,0.24752899999999997,0.55602181696992847
mpi,tall,8192,2048,42,4,8,0.24585100000000001,0.55202459858460196
mpi,tall,8192,2048,42,4,9,0.24648999999999999,0.56544171435509172
mpi,tall,8192,2048,42,4,10,0.24591499999999994,0.55456861579067429
mpi,tall,8192,2048,42,8,1,0.17946600000000001,0.55611827578753759
mpi,tall,8192,2048,42,8,2,0.188859,0.5405886665269023
mpi,tall,8192,2048,42,8,3,0.17949499999999999,0.56145348433266162
mpi,tall,8192,2048,42,8,4,0.18612799999999999,0.53085929035752988
mpi,tall,8192,2048,42,8,5,0.184059,0.54202826697012552
mpi,tall,8192,2048,42,8,6,0.18002899999999999,0.55481198014296007
mpi,tall,8192,2048,42,8,7,0.184561,0.54266909027958099
mpi,tall,8192,2048,42,8,8,0.18528800000000001,0.5421914090658525
mpi,tall,8192,2048,42,8,9,0.18614399999999998,0.5466096933214728
mpi,tall,8192,2048,42,8,10,0.18493799999999999,0.54654995222900615
